commit_id,project,buggy,fix,date,strata
9168102483d92b35cb14679a1a471a9037622bf4,apache/groovy,True,False,1077926180,1
bcaa1b718025bd1b8182397f99ee0a4dad4eda4e,apache/groovy,True,False,1077351185,1
338b3e0eaa41194d2e15d0581a8f1c8e8cd8ab63,apache/groovy,True,False,1084531811,1
1f1dea53ee57d63f0bce43c8a78fe2f43ca1603f,apache/groovy,True,False,1081246069,1
4e447b054f64c7f1a1b815f1f5fd68f3c92b2fed,apache/groovy,True,False,1079108704,1
e4ab1d6f057485ad99a27fa1e2051aa5c1e807ac,apache/groovy,True,False,1128362857,2
47307cba07cdf8a062b427180a11e16ded82a8d2,apache/groovy,True,False,1127071419,2
dd441dcf109165f852f10e67a842a6aa6db5ade2,apache/groovy,True,False,1115281301,2
3566e1a7ad8b593e1e164b778b867ec924da1894,apache/groovy,True,False,1165864910,3
b17bbec99ce99dc80778bced8b170cc515a59762,apache/groovy,True,False,1151060701,3
ffefadbc7a9a297e8747a7b964d12883df591425,apache/groovy,True,False,1165007850,3
b5dca6f34a523c0409c4129f60d22f6ced710a08,apache/groovy,True,False,1154423698,3
008c832d79728f995a5301f7b7b0bbf5888c1853,apache/groovy,True,False,1165004888,3
7482f926842303488e2e395797688bf27a2f474d,apache/groovy,True,False,1187123424,4
8a5b3da29267f4510432436a1a42d14d027c67f5,apache/hbase,True,False,1195595610,4
0dd5f2759eccb8d206ec2eaaa477d72cb9a2b8c1,apache/hbase,True,False,1181605308,4
38f5e513710960a6092d50b54895dea81e302470,apache/groovy,True,False,1190848089,4
621131bb49dad96cbb98fed83bdb5badc56e9769,apache/groovy,True,False,1191975249,4
661114be41b83addfc12a89f49654518f4ca0e64,apache/camel,True,False,1177955171,4
905d094b33c6809136536f0277af1ceb1e7c1c1f,apache/camel,True,False,1175792791,4
5751d8d642edf92524f54e057c3369a6a4917783,apache/groovy,True,False,1171896931,4
d19f85b444a1bdc63ca3584141b13c4ee02d57d4,apache/camel,True,False,1230726134,5
7f56417f9404afb0f8975b0fe616433ab75a5de8,apache/zookeeper,True,False,1207349605,5
7bcf4b87f87bc974f4be6a81a4c5f1e489a663ba,apache/groovy,True,False,1229929194,5
ff32b068137e1f6a15250899fe4cc99e2bf28d84,apache/camel,True,False,1227154473,5
93997b8b797eff861afd5390445435c09372a181,apache/camel,True,False,1224096538,5
acfb5bbb0700d503f8bbb21c12929b0efa160080,apache/groovy,True,False,1211087792,5
5fa6966b685975af7ef90cd279e27424f8e6a49f,apache/camel,True,False,1230456710,5
41347f989fcf22820edf1bade294c620976336bc,apache/camel,True,False,1214893967,5
2ae142f69773fda4f20a9caa63fa3d42adc1b910,apache/camel,True,False,1211495031,5
1a4d0f8856f57538b446e8dc53d1e937ef3b0a58,apache/camel,True,False,1221611914,5
d7ef328d697218824c8c214a801aa6e9b4739330,apache/groovy,True,False,1222082317,5
c5be805227dfed775180597b34c7f6f144add0ea,apache/groovy,True,False,1221226264,5
23e39b5a8797d2be1b1ed0420d67f26983887c84,apache/zookeeper,True,False,1212778917,5
1342ed9b5c11a286d114f18b912f73670ef310db,apache/hbase,True,False,1213827874,5
0adbca224a4555d648401a3c5b20bac50852a133,apache/camel,True,False,1210309018,5
e1ab934e5d80c32b63db7569f76b12375fe2a6f7,apache/hbase,True,False,1218586049,5
cf799e500b54fa9b6619941408d7dc580a847ec8,apache/camel,True,False,1199437175,5
039917234e872046f21f64b4dc31af8f04665aba,apache/groovy,True,False,1230677910,5
d5e81859e1c713d8d96c966be4fff3203e73b16f,apache/hbase,True,False,1224729035,5
01e368410ec60e773e4498489e2c347c278aa045,apache/camel,True,False,1205461140,5
b6fdc0eaee723beb80d12904bc59db45df0203df,apache/hive,True,False,1245730379,6
2909388ee760c812f990e791cc609d5930092ac9,apache/camel,True,False,1253266891,6
682736ee5ebf33ed344abd1c6e04dc408a07bfe6,apache/cassandra,True,False,1245871504,6
a5bd08f421c647c3a472d231b24ae0d0a7101b9e,apache/cassandra,True,False,1258464846,6
db527813d12741b68e8f7c311e7c7f411c3ab1c9,apache/hive,True,False,1250796471,6
73ef63a7c652000afb111919f8d7155d304667cc,apache/groovy,True,False,1248958085,6
30e92f7f78687f8537c27c85f002c979517ed306,apache/camel,True,False,1232970726,6
22e101074b78df529d554ed93e81b925693a7a70,apache/hbase,True,False,1245447985,6
3867c4c9e4bb076be25f7166416378e4826ce8e2,apache/hbase,True,False,1242071322,6
d6d59e4e8c9babcc3bda1c6fd1f4fbc3bc67d2fa,apache/camel,True,False,1258023394,6
a5b69c246bbc38fb821c452a0979f65d9753c206,apache/hadoop-mapreduce,True,False,1248717498,6
5381eb5cc5d94237ec5e5ff4637a4cc09655cb39,apache/camel,True,False,1257928382,6
453c8171d9b3472c40d946254d6a6fe1ae59fe87,apache/cassandra,True,False,1261595885,6
8ad773d7da9f1802e2868207772b1ce1226d9a36,apache/zookeeper,True,False,1233102114,6
a378d2405114825bfab0a799375737dcd4e6f8be,apache/camel,True,False,1257520100,6
5e756a859cebaa1b1b19bf1a939cd3f8d0ccd0ce,apache/groovy,True,False,1247665877,6
71287818fef289df6b5a5156297c2bff8fe9e1c8,apache/groovy,True,False,1239072185,6
6ca83fba2143f95afc39a9f06a6a203882185d25,apache/camel,True,False,1247386269,6
9d9c656a9052a73e4f12ca7ba8145ae4f5ac4b25,apache/camel,True,False,1242283567,6
6ee38804a82b0e89ed62108a60ca09d1832f61f4,apache/groovy,True,False,1260227015,6
6975e955a5ef9226dd629bef907acf0d40ca2391,apache/camel,True,False,1251339805,6
6940db02c9d586b982a574aaf4f1744ccbb06366,apache/hbase,True,False,1241713780,6
1d3ffc213517f9276b8093aad953c30ea56951ed,apache/hive,True,False,1246842219,6
bd083b439f53be77732ca269af50d4c2e4e846bd,apache/camel,True,False,1236429366,6
ace2be6b007ae8df8d4f7614a5e99bf784f8aabd,apache/hbase,True,False,1248730784,6
c9d2f69ffcec18a6a40a7cf127a9726494c67db4,apache/groovy,True,False,1257781874,6
815a659fab85173d8e68c1d9bb4677ee32918835,apache/groovy,True,False,1261241199,6
016918b2e276f95a7e8868dc6cd00fc3ca6fb71c,apache/camel,True,False,1237571271,6
0ef25cfa9ddfa78936f71e3939b0a80eabc05514,apache/hadoop-mapreduce,True,False,1256022701,6
4aff4be51b2381d89f07c14a04d270203d711b22,apache/hadoop-mapreduce,True,False,1248288399,6
cb1a1ccb4341b754c3cd219cc1dc53fbce50f1e0,apache/camel,True,False,1236246320,6
1e379558dd4466069d5cd1106a5f9426b702de59,apache/camel,True,False,1252936790,6
916bfd3abe8f339373e7cdd07f2d1909fb355160,apache/hive,True,False,1233197201,6
579ad8454500a307b1ec07efc4eeed55d643f124,apache/zookeeper,True,False,1240522869,6
2bc6c9280032720b5532289d684dca174ba676e2,apache/camel,True,False,1253277117,6
dd2f3d4654009698887f76b417635eeacea443b2,apache/hbase,True,False,1253031936,6
8f816b896ce3c258d2c81b83b3489f60d6c37198,apache/groovy,True,False,1251969398,6
fa59100f03a237b81057ef7215eb4788280e6b3c,apache/hive,True,False,1233177325,6
b7121bb88bab363874309357f9c945c9ed8c75bc,apache/zookeeper,True,False,1258061267,6
977648a7eb55c534a32476b028166fff6904fec9,apache/camel,True,False,1236756666,6
5d38bf0d3d179266f3830106cde44872a5089887,apache/hadoop-mapreduce,True,False,1261184019,6
03cd924f46f0f8e6a62471e58cda294ef98b363f,apache/camel,True,False,1245243742,6
29aecea97dc64aebe8e0a44ec7f7de5f663bd404,apache/hadoop-hdfs,True,False,1245103986,6
14ca1693c48d6fb840eb98ab0b520cee68c980d6,apache/camel,True,False,1255934916,6
b0bbfe3a5d7b06b53850f33c99f0c4072df15829,apache/camel,True,False,1237813243,6
38d81587acfff4e97e632967ff86e05c3e6d6492,apache/cassandra,True,False,1248715737,6
75577f00960732c77140dee5d0194891f1300a69,apache/hive,True,False,1252005023,6
a7b58f655506471d391fc1ff73e94c1f7d6628af,apache/hive,True,False,1241215590,6
8755801a237e936245c97a62415ff93308eed49f,apache/camel,True,False,1246275818,6
