commit_id,project,buggy,fix,date
0005467e3f5211378c2932f0ebc9b5b2c73d565a,apache/ignite,True,False,1562157847
000596f7c3074c7fbd490a47ac43be6229993941,apache/hbase,True,True,1382111826
00067895a01c66d53715b50bbcb3605efd6425f2,apache/hadoop-hdfs,True,False,1391138505
0007360c3344b3485fa17de0fd2015a628de947c,apache/hadoop-hdfs,True,True,1476470489
000a67839666bf7cb39d3955757bb05fa95f1b18,apache/hadoop-hdfs,False,True,1528505832
000a84cb4afce33e6d6601f65955f2de9924cf8a,apache/hbase,True,False,1521010804
000b5d53d0d4fe33f3bf9f31edc35f8c3eaa26b1,apache/flink,True,False,1434315564
000e12f6fa114dfa45377df23acf552e66410838,apache/hadoop-mapreduce,True,False,1448237887
000fd182c06181806ff71f4d3c7867dc84f59d8f,apache/hive,True,True,1296525942
0011a3dc337a41ceb21b1567db7bdc3219a07552,apache/kafka,True,False,1489182184
0012864b8d370f948ac2cb875e4264100390d1d4,apache/hive,True,True,1440073060
00139554ffdcfaae07970a2281b6dcec8cec0af4,apache/ignite,True,False,1458656919
0018819a11507d7997d33716dbd1b37e41df9a01,apache/hive,True,False,1426885382
001a26d404ca39ab6dbb9efeb59c08f20938f112,apache/hbase,True,True,1482983641
001a58960311b07fe80e2f01e473f4987948d06e,apache/spark,True,False,1466321692
001ab47fe54e143c806bc0deefff695d16057394,apache/hive,False,True,1522868288
001c140071999021b9a66a095a1059128bbe690d,apache/hive,True,False,1365486327
001ecf962cc93f4b880922b6eb03a5ca5d21f661,apache/hadoop-hdfs,False,True,1448264998
0020e417cfaf36da513c2063dc081514498a1597,apache/ignite,True,False,1534940887
0021fdce2642f2234d81a3eb36407cc738c53c37,apache/groovy,False,True,1405030095
00241733a6d7761a4f6e64442319b11dd9d2b57b,apache/spark,True,False,1554742380
00243ea430ece6fcf6d3d7b73f4b7605100aace2,apache/zeppelin,True,True,1497708129
00248656ee9c60009ff1697e90ba9d0f86264103,apache/hbase,True,False,1456275133
0025b9d25afb245c93c8d4d274daa0fba67d3ff8,apache/hive,False,True,1479408392
0025ddeb1dd4fd6951ecd8456457f6b94124f84e,apache/spark,True,True,1510293380
0026e4eeec23367c74c44b23a9586562b939f6f8,apache/cassandra,True,True,1473695325
00284fb8131ecb064a08a2da010d27ae95806744,apache/flink,True,False,1518879596
002b377dad9c956cd0ae0597981f29698883b6d5,apache/kafka,True,False,1456940434
002dd6968b89ded6a77858ccb50c9b2df074c226,apache/hadoop-hdfs,True,True,1318555460
002e9e8bdc2c842565a4e9bfc4e1dfb28c479bc5,apache/hbase,True,False,1247166283
002ec9c796acf8570754522a4eb1b0c3ee9aab13,apache/kafka,True,True,1447441916
00316a4a512976e743b165d79292ceb9d6d752b5,apache/hbase,True,True,1333962011
00339cc0328b692417ad0b9aeb23d522edbb93e5,apache/spark,True,False,1375496134
