commit_id,project,buggy,fix,date
605dbeb405ca7bc872d0b0e3d5b90473b3dafc68,apache/camel,True,False,1268740957
07c5741c9a5ebec78a0db046e7fefcae2ca4b6af,apache/hadoop-mapreduce,True,False,1314933612
63f0dffdba6b9e70fc26a653dd8b1ea64a4e2b70,apache/hbase,True,False,1402780158
7a90c7466fc3a4c372eb1d864bdb8229fdba6391,apache/cassandra,True,True,1360107580
fd13a84426c06c4d26ff3dc48749776fcbe9e60d,apache/hive,True,True,1289987656
58e0cf8e37aa7f90493a78c810d1b11d0813bef2,apache/flink,True,False,1575731812
98ef925933f392d419f70b2fcf51e3655b08b290,apache/ignite,True,True,1523449972
5eb53085398af4d30002785ee21f50b894208735,apache/cassandra,True,False,1349193812
cc73c03118df3686779eb9a73e815106576bdaf2,apache/hbase,True,False,1467369677
23607216cae8e10e34952fd4b1f12ec2fc3a3e5a,apache/ignite,True,True,1542117141
547e9a60a1af45217693662e6b246644f3bca224,apache/hbase,True,True,1314741449
2de9d182b937e516562d41fb25698be31afc675f,apache/hive,True,False,1351857626
568dff123d7ede05185be60842530076e234b3fa,apache/flink,True,False,1411372797
bd7c0c96f98cb38f65de66fb48a225f2c8326c2c,apache/hbase,True,False,1351182726
5051262d4ca6a2c529c9b1ba86d54cce60a7af17,apache/spark,True,False,1446596876
49df20c8c3e58d56266a0ef85357e582f4fb281f,apache/ignite,True,False,1430308966
5db7f2f12739921b66584a61aab3d241350f8294,apache/hbase,True,True,1311203088
c32cc5a012f524dad2c292579ba727fe10d9406b,apache/groovy,True,False,1557658398
b05ea693984a5f5bf2e53f89d9fbd531e7be83fd,apache/flink,True,False,1472218186
24856f9a4ad8e58c71e9b6634e9232f70b7ce227,apache/hive,True,False,1409691184
60882ab26d49f05cbf0686944af6559f86b3417d,apache/hadoop-hdfs,True,True,1427465117
d033d1ce591389f867698b49558621e899a91788,apache/groovy,True,False,1523491929
24ad21ec8f53794101d3164cd8cd9d46f7475f32,apache/hive,True,True,1490476918
26838063de6246e3a1e18062114ca92fb81c00cf,apache/cassandra,True,True,1470238884
c1ea9b4490e7d6d030eeaeeff2fad3767d2cfd4a,apache/hadoop-hdfs,True,False,1343348781
a0c2b2a3809152591d5c5b89fd4b6f1c0a5c9108,apache/cassandra,True,False,1245356530
7e1ad5b14ac46f8624da23a9a5a8345e025e96fd,apache/zeppelin,True,False,1465809059
7baf7649e9ecd485d6f036b7755c2f98cca74e3a,apache/flink,True,False,1523010728
a5a77ae3d5bfef9396b6024ec723d83a911692ec,apache/hbase,True,True,1512774751
7785232da5a1db2d06f5d208ce3258c342a4d19c,apache/hadoop-hdfs,True,False,1267133978
365c031077ef5d99f623634fe8516e52d5dd7b02,apache/hive,True,True,1506611221
cc13d9d155f70e22e08ef203ac64e5cc0aa0a50f,apache/ignite,True,False,1480672776
7e2aba0ab594f6939b47704f1087405c3d1c089b,apache/hadoop-hdfs,True,False,1374212493
301943361bd29c9c33b7ba15e9567a0e05bf27e2,apache/ignite,True,False,1500929217
3eee9e02463e10570a29fad00823c953debd945e,apache/spark,True,True,1539095228
0b49307bb5a5df22079391ff8c7162a3dcbec608,apache/hive,True,True,1366626284
ea2e60fbcc79c65ec571224bd3f57c262a5d9114,apache/hadoop-hdfs,True,True,1432665822
