commit_id,project,buggy,fix,date,strata
009a7bd4de6fac2a90bea208507903a0dfcdc602,apache/groovy,True,False,1065397758,0
a33d645f00add6f8a5d8830be164a50f86c5101a,apache/groovy,True,False,1071649553,0
b6616e5fb6d537229d307cf8647ef483468175a6,apache/groovy,True,False,1072694298,0
a03930c1046a323bc1ade98605c24c7032ae67b2,apache/groovy,True,False,1065720260,0
7038de91ca407b907c8a07c0e0b94e48ae1d4cc3,apache/groovy,True,False,1071153302,0
c0d7b88427a76246ac539cde0f1afddef503d97e,apache/groovy,True,False,1068874930,0
06a456ec1670fb26a86f8a18f5b55017ac961f39,apache/groovy,True,False,1064916954,0
8725e3e7ddc59020d26741095c32e6a67ebcf49c,apache/groovy,True,False,1070307314,0
a7ce06e318dd27e1065b1e106d0ad64f790fb3a2,apache/groovy,True,False,1064931199,0
986de73e9f342b5d1ff0366ea9d46593328e6c36,apache/groovy,True,False,1069752779,0
44df07fcba99d7d219ef8381c6c7b7342e9ed319,apache/groovy,True,False,1065080750,0
6ffeb5b3727c94e7ce6338be1a38b06344db9843,apache/groovy,True,False,1067476255,0
d5166cb9237df134d018db74429c505e62de596d,apache/groovy,True,False,1067549885,0
5d0abaebf0bd4b5d98f9ef173f23b3be5e6fb37f,apache/groovy,True,False,1070542250,0
b8393d4b46f4311ba83430c142ed103e5bd6219e,apache/groovy,True,False,1067590913,0
48a2a52233d07135908162e23f3f85d970dbbab7,apache/groovy,True,False,1065466025,0
777b7900708442d36bbacd504494855fe1a0e79b,apache/groovy,True,False,1070984950,0
338b3e0eaa41194d2e15d0581a8f1c8e8cd8ab63,apache/groovy,True,False,1084531811,1
bcaa1b718025bd1b8182397f99ee0a4dad4eda4e,apache/groovy,True,False,1077351185,1
f4f7c2f41730274024cc5782bda029f5647162ad,apache/groovy,True,False,1075408747,1
4e447b054f64c7f1a1b815f1f5fd68f3c92b2fed,apache/groovy,True,False,1079108704,1
14fbefdd3a083614c5eff9e4b2d5e7288c6cf059,apache/groovy,True,False,1073064231,1
8d1ec82ba968b6be683acb4b07b59227e88910a5,apache/groovy,True,False,1080806479,1
de0c0f935d6cbd6c620815bd964be62fdd42fb50,apache/groovy,True,False,1083639284,1
d6855b870b17cc7e18e6a4c706909d26e90a056c,apache/groovy,True,False,1103005517,1
4c78911ab5d998fbf7256c6682ddd10aa2296967,apache/groovy,True,False,1073658692,1
ec4ceae429964ad84c6406df5c2d11109ec28eda,apache/groovy,True,False,1082677269,1
20227399a32eb79ed7392b6c2c9a3580bf14f7d2,apache/groovy,True,False,1075408886,1
845c693808ea082c483e0da7cbd228e7bd4caaf0,apache/groovy,True,False,1084806036,1
3d37acd34fcf44c4a51bd104ef70043af62c7d99,apache/groovy,True,False,1073909253,1
f8e7058e4da417dc2b5f0c3c1fab691b7c1e11d4,apache/groovy,True,False,1104143488,1
4245e081076dbafb6c13a6da04e83a7743895817,apache/groovy,True,False,1089740283,1
43c1b9f416dbe1f4780142bc6773aa775059cfa1,apache/groovy,True,False,1074017955,1
