commit_id,project,buggy,fix,date
0005467e3f5211378c2932f0ebc9b5b2c73d565a,apache/ignite,True,False,1562157847
00067895a01c66d53715b50bbcb3605efd6425f2,apache/hadoop-hdfs,True,False,1391138505
000b5d53d0d4fe33f3bf9f31edc35f8c3eaa26b1,apache/flink,True,False,1434315564
0012864b8d370f948ac2cb875e4264100390d1d4,apache/hive,True,True,1440073060
00139554ffdcfaae07970a2281b6dcec8cec0af4,apache/ignite,True,False,1458656919
0018819a11507d7997d33716dbd1b37e41df9a01,apache/hive,True,False,1426885382
001a26d404ca39ab6dbb9efeb59c08f20938f112,apache/hbase,True,True,1482983641
0020e417cfaf36da513c2063dc081514498a1597,apache/ignite,True,False,1534940887
00248656ee9c60009ff1697e90ba9d0f86264103,apache/hbase,True,False,1456275133
0025ddeb1dd4fd6951ecd8456457f6b94124f84e,apache/spark,True,True,1510293380
002ec9c796acf8570754522a4eb1b0c3ee9aab13,apache/kafka,True,True,1447441916
00316a4a512976e743b165d79292ceb9d6d752b5,apache/hbase,True,True,1333962011
00339cc0328b692417ad0b9aeb23d522edbb93e5,apache/spark,True,False,1375496134
0039a4fc3393eea568439e8ac1f519b2ed6a08c1,apache/hive,True,True,1366871554
003a05896e9dcf2a5f863acb14c7b33933b35589,apache/hbase,True,True,1359753194
0042426f3735c2456f0faef2b4a97fd89ef355fa,apache/cassandra,True,False,1339140644
0049a21f5442581b463f1bdfe0b1c12983c62ab2,apache/hive,True,False,1477169306
004d0854b7964d4f748f6e91b2d54a84928843f7,apache/hadoop-hdfs,True,False,1396250753
0051cd26087492fe393932d9fdac1f7bff8b7ac4,apache/zookeeper,True,False,1268097535
0055088b286deb4e689984c6f2a49b2675521ddf,apache/flink,True,False,1547814173
005d1c5f290decc606a0be59fb191136dafc0c9d,apache/spark,True,False,1426591220
006209c6f4dff212c3aa7b48acb3bca9b303d5f8,apache/ignite,True,False,1436018988
0062d4cc94843bfc67b1cb03bad708a8121f9d06,apache/kafka,True,True,1398987318
006b45c7e5b94e70b3a4200f4646042f3557c48e,apache/kafka,True,False,1438895850
00726effde0f82a995d9cf6c0dc0dd3abb9f030d,apache/hive,True,True,1393862535
0078c44e59a368f5564ef6a151aea2f351a2e2c8,apache/flink,True,True,1430991874
007c579c48e5361858ca5f5f77eae28034fe611b,apache/ignite,True,False,1509118309
008269fb9c2e4286ac74b857017b9e80103ac7e3,apache/groovy,True,True,1488156728
