,prob,pred,actual,test_commit
0,0.7133333333333334,1,0,00013d6ef7fdf65fa8a0f6eb56c0aef2f6e19444
1,0.5366666666666666,1,0,0004056b494c42f5aa2b2cab5876eed7cfc20875
2,0.63,1,0,00075ea4fc0ca13a763a1acf8bcb52b7f168018a
3,0.19666666666666666,0,0,000938a9e22a4b214db8a6b79fc5564e060442b1
4,0.36,0,0,000e09a80874cc6b3ee748504611d4bb45be3483
5,0.08333333333333333,0,0,000e50251f37c5ddc9b0d9421cd41b677e3fc579
6,0.49,0,0,001733b411a1e8cad8c61cb6bc90f9afcfed42d1
7,0.12,0,0,001ffd1392be735642cb58a839bff9a3ee77cb09
8,0.15666666666666668,0,0,002dcc4ebf79bbaa5e603565640d8289991d781f
9,0.06333333333333334,0,0,0040c3bc17a0fdd07123aa058f9058a94911459a
10,0.43666666666666665,0,0,0044752452e99c41db6952cc0bbc439f92525d7f
11,0.3522222222222222,0,0,004ef6b04bbc0ce0ebfc1cad42656559b043bcb2
12,0.6166666666666667,1,0,0052a81026ffd120fef92e755e8b874b2e22835a
13,0.10666666666666667,0,0,005403e94b6c3e62240b744bfa1f030fa28b77ae
14,0.7866666666666666,1,1,005b2c9a78a357d76d9396b379825d3c033dfac7
15,0.04,0,0,006ab0291fdf606c7326588247f2c89394323b10
16,0.8233333333333334,1,0,0073204b257860ad104cde29d3795b3c633f4759
17,0.7433333333333333,1,1,00742ffdb4cc349ef3ee99dced9e08e2b5a404f6
18,0.49666666666666665,0,0,0082066c56676cbc6721d7ea1d0b6b3c011d7083
19,0.4666666666666667,0,0,00820dbde4688da47e3e75905837db93dd548f7f
20,0.5333333333333333,1,0,008fa369f37534096f59598f8b5374bcf56924e5
21,0.43333333333333335,0,0,00918498513a4217b3869acd65572c329c3cf9ce
22,0.86,1,1,0093bcbe771f296baf3857ef15fe7ec9b22bbc34
23,0.7633333333333333,1,0,009adaf5c1ce5c7c16f77d51908a76def8760871
24,0.06,0,0,00dc964362031522a99b8140bec889c56a756fcf
25,0.05333333333333334,0,0,00dd32d2cca184e4bf9b6c4f2f1611d74ab65051
26,0.28,0,0,00dd843a1a6c9d8b616631cdcf24c00e82498dab
27,0.8933333333333333,1,1,00e935d33cd852cdc2a460f24ca0f0136ac5c59e
28,0.8933333333333333,1,1,00eceed233d6e80d5c7137bf5b5286746ec4d5fb
29,0.12,0,0,00fca5a4c9bdc73b4e0c962af0cbfcc7db2029fc
30,0.8166666666666667,1,1,00fe8a01192a523544d3868360a924863a69d8f8
31,0.7,1,1,00ffe70a97f0559ae3f42194b40aeefa323a8d18
32,0.22666666666666666,0,0,0101267d9d801eab4cb3b4df289c402ecb591685
33,0.23333333333333334,0,0,0105d7f597f6c4d73382c9425a7a38fadaf8de88
34,0.58,1,0,010b55b0547260814d0479f60e07a890434b0880
35,0.75,1,0,0110400dbb637e19755c39e21a3cfd74e777b872
36,0.6566666666666666,1,0,012666bbdbff475f3513b5ee410abbd8c6f3f36b
37,0.8444444444444444,1,1,014023453ac8c3bbdb5f9636a2b3d843de91d2f6
38,0.34,0,0,01410cad50849f1c2d3b5ed5b98cac1884f3e893
39,0.15333333333333332,0,0,01546c881087e5d4067dd71c72f466ffdbd468e5
40,0.2833333333333333,0,0,015f6e2905b7282aa0fc33a5b5065f106526241d
41,0.6233333333333333,1,0,01603278a39e0659a4de3947ac7c5798dfebd198
42,0.9033333333333333,1,1,0162543ac13f048ef67a6586d8a6e8021ec9dcd4
43,0.09,0,0,016a324fae8d11011436a06775e103dbb6adb989
44,0.14666666666666667,0,0,017435c9cdc3b742a0947adef0766aad6ac31493
45,0.7766666666666666,1,0,0189db46316eff35d3d07f57ebcf116b1f61cea6
46,0.69,1,0,018a65b947a7e78fb98a190d75787f50d42d0711
47,0.6933333333333334,1,0,018b25b29c3c491db7e44963e8c79677d77ceb23
48,0.33,0,0,01929305fda4dd9b9017fd984b00319f368d50ed
49,0.15666666666666668,0,0,01caff4d851401fbcb86d370e5a34b51a2035387
50,0.23333333333333334,0,0,01d0d256d633108177ddc77288287e1201e31de0
51,0.31666666666666665,0,0,01d31fe9389ccdc153d7f4bf6574bf8e509867c1
52,0.5633333333333334,1,0,01d79244732c7f60dff3cd7181647c0460955491
53,0.2866666666666667,0,0,01e5cfb31fb2c03b283123f0d110cf07ad5de9fe
54,0.9266666666666666,1,1,01f1fc8284a010b275a8bd85d5ee8045b4af6094
55,0.5966666666666667,1,1,01f504ff83cc77f80d37981b5c5a15b653861bbd
56,0.9,1,1,01f60542ee1b6e9f4c319eb77be2664daf3ecf43
57,0.36,0,0,01ff8178148790f7b0112058cf08d23d031b6868
58,0.5966666666666667,1,0,020175876ce3ea58744fafcd0d273ea856d79878
59,0.44,0,0,0202480742b8539aa7aa1e94dc9cab75d863cc4e
60,0.8111111111111111,1,1,020ca7903669306862950260b8d63177402322c3
61,0.30666666666666664,0,0,020f3299ebccc36297a0d3db425cc5f44c70a8b7
62,0.3566666666666667,0,0,020f83f51fa79a8049bbaf224022d8214375296e
63,0.56,1,0,021974f4cb1eb8cf530dabc95039fed46e66a43d
64,0.78,1,0,021dfd40aa0531d3629cab2eafd1b093db700f9a
65,0.08,0,0,0224ebba84b4f94f55c98b3b97d2cef27b14fd70
66,0.7933333333333333,1,0,022fe5f5b226f1e9e03bfe8421975f6e90973903
67,0.6333333333333333,1,0,0231460259b410f42dd4933cb3ae993450bf1694
68,0.8566666666666667,1,1,023d4f1ae8081da3cb9ff54e6b2e545799704ce7
69,0.15,0,0,024347144e8aa9355fb42d7c8dc9e805d1cf923c
70,0.5266666666666666,1,0,024533cf9e684485c2b1d56fada2a2890911ba0b
71,0.57,1,1,02505425aad9ff3b43e5de882f5aeb01a03257d0
72,0.26666666666666666,0,0,025ad35922d71d453cedbe42610532105a3e2660
73,0.23,0,0,025c6565725c1819566377632753e8b9055617a6
74,0.37666666666666665,0,0,02606188cdeb5a9a69872b814fd1a93af711b229
75,0.3433333333333333,0,0,0262338687d7bf811ad9ee0620f77806bd7e08ad
76,0.7166666666666667,1,0,027ed2d11b861a4b38c62452d26ce446794792af
77,0.12333333333333334,0,0,02b2a05cfc78ce5100a94155cd32aad67103796e
78,0.35333333333333333,0,0,02b369800f3bbee9fb69d94ba076bcfb0e094362
79,0.10666666666666667,0,0,02b8bca7cf355b20fe0fc4e9b40dbfb07ca3dbd7
80,0.14166666666666666,0,0,02bc1e40f265d884fe5e4d8de73c257dd17d1e4a
81,0.35,0,1,02c0c3b01730bdbff8a09d355c1b017715c7ce10
82,0.5166666666666667,1,0,02c1e6d8f21d3bfc50154815ffb2f5caef05573c
83,0.8733333333333333,1,0,02c9efcb8174140c75d26dfd3ee0c280bde58fc8
84,0.09666666666666666,0,0,02d68c4bcf7f8a0b56d13d3869937c7268fdd9cb
85,0.8533333333333334,1,0,02df8e1496e25f7b4a2609c6f35a522e59cf7ce0
86,0.44666666666666666,0,0,02e1ef5e0779369f1363df2bb0437945fe9a271c
87,0.15,0,0,02e2507598598c09ecf3eaa45e5c9b7c4db74152
88,0.23666666666666666,0,0,02e2a9b1152b0e144fcf43bec2fce26d8a6c6dbc
89,0.31666666666666665,0,0,02f552fc9e637cf643c99bb7216b581492b26cfe
90,0.28,0,0,02fb9aed325e772f8fabaf094131703b93595e5a
91,0.4633333333333333,0,0,0306bc518b854ee26e145cf3b913be7ec34c8e90
92,0.07666666666666666,0,0,030c44a5540b35f4c24af3e60cced2c008e15215
93,0.09,0,0,0311cf05358cd75388f48f048c44fba52ec90f00
94,0.44,0,0,0321eb35edc7571a71ace768fe38f61f0a909890
95,0.8666666666666667,1,1,0323468816f3bb5fa8cdcaa3cac1958f3dc89f6e
96,0.26,0,0,0328fb62c05396dba51e44a8e0bcf5641f13e8f8
97,0.22,0,0,032ceb7cfddd3ce2229a821deccf49c2d6285e32
98,0.42888888888888893,0,0,032fdc53de7bc1c59b2a44dda65d9fdf38eb9e3c
99,0.7733333333333333,1,1,033b416a0ec118d1c63fb13b4d0e71f93894338f
100,0.44666666666666666,0,0,0344bea3fd4031622edd828a610c9fdc23c53d26
101,0.6133333333333333,1,0,034b312d9f19024d2eabd377210d17d4080ef70e
102,0.8566666666666667,1,1,035053cfe1319fb1be7a0b5163d1e786d4815a61
103,0.25333333333333335,0,1,0357c51c68540fc14de83ea36f0cfdc7ec987b80
104,0.8733333333333333,1,1,035a233e37bf6385de766e711d3eed42fcbd8da6
105,0.4533333333333333,0,0,035c6ee587e444550af6420676e4cee049e09869
106,0.7566666666666667,1,0,036c5492a9bfe7636d5e7d5eb664af5e77952707
107,0.22666666666666666,0,0,03721cff116bc3d233b6b3f82c47f9edf42410af
108,0.24416666666666667,0,0,037ee6f4555a0de403bb829e0983a715251191d9
109,0.8066666666666666,1,0,03839f1993b4f525d34789e2f53702200aa3d7bd
110,0.88,1,1,038ab385c6f9af129b5eda7fe05d8b39d6122077
111,0.84,1,1,039c02a67eb880af7550c79c6c5a92e1a589efa4
112,0.5866666666666667,1,1,039fee7f944199eece949e24951e1f7be9c879d4
113,0.1,0,0,03af442e7608db2f8e6eb85a15aa0ba42781edab
114,0.79,1,0,03c797a1d279a6c09c988755f94566a3d46cbb17
115,0.13666666666666666,0,0,03d66b1f5d8936e8006b87511af7a647ed1c3fcd
116,0.17133333333333334,0,0,03f3c8aed27f73a6aacecc14b41beb1250d4f2f0
117,0.39,0,0,03f58f4f0f072ba0799eace33112a1902989bc27
118,0.11666666666666667,0,0,04053e78cb99737dddcbbc0f3a665aa60f262166
119,0.7166666666666667,1,0,0421594f22d676ff15b6edf66b9861597000ff7d
120,0.36666666666666664,0,0,042b497b8cf0e6bbbeddde4a8dba97cad27e4594
121,0.08333333333333333,0,0,0431c288d8c6e69c37bd185025cb2d6734052b38
122,0.8766666666666667,1,1,043540bfd29ff1886c83c71c7b178d1261fa35bd
123,0.6533333333333333,1,0,044341b4e4459b23159e94c7ff0601058398fd70
124,0.63,1,0,0446ed0f0c662608a7816a9c3fc3becacc682fb4
125,0.64,1,0,044cc471456d0d9a64d3f1e0e909accc00dd5ae1
126,0.47,0,0,045833b795a7041607337b192fa3dbcf2cc3f291
127,0.36333333333333334,0,0,0459989ba447f890e26201baeac3a5989351d6f4
128,0.07666666666666666,0,0,045a23054e266df6ae09c17744d240012938b83c
129,0.17,0,0,046519d0714591785cd984ab2d57e193b54a2f19
130,0.36333333333333334,0,0,0469d2a76ebba5078a3e53acfca62078e1e2b908
131,0.59,1,0,047a16bf1540acc009b441640f2f5841dfed3997
132,0.6533333333333333,1,1,047c8f29b1f7a1a98b2b003e4d09c1cef05feb0e
133,0.89,1,1,0494cd329f3aaed94b3b46de0abe495f80faaedd
134,0.15333333333333332,0,0,04984d3b658b288a57d405eefc8959b9bb2420c9
135,0.7,1,0,049994274c9d4fc07925a7639e4044506b090d10
136,0.2,0,1,04ab225056714013fa3bf4dfb590edac7b577d03
137,0.16666666666666666,0,0,04b228e43b728d574d7ad97330aa4218cb7f8bf8
138,0.03,0,0,04bd8fe92d5ebf5ce0f980a16f8b4d92601ac8d6
139,0.57,1,0,04caaba4884cdea9f3b97f819fe6599ab3d6f151
140,0.8433333333333334,1,0,04cc5cae1e7d4b007490e68109a676b88ce790a3
141,0.8266666666666667,1,0,04e206154ac614b7d4d34a7a1b6ba2c882f607b9
142,0.6033333333333334,1,0,04e309928b2744b53f2e56226f3cb33afbe521b9
143,0.7066666666666667,1,1,04e5bf96d84ff2f111b1e879c8daa5360b621922
144,0.57,1,0,04f114b85c0a44351556ad0e73f7e65f8e3051a4
145,0.8733333333333333,1,0,04f737d9bd5e57c0272802f7676787a9122585b4
146,0.6566666666666666,1,1,05065451abf5917f796b00692f43f0a2d2f3ed48
147,0.4666666666666667,0,0,050caf425e2957e6aea93c5d7460480a78c5f75f
148,0.58,1,0,051692a9d2ad8bfffc1087930c3ec51d692d8cc6
149,0.8133333333333334,1,0,05246e2b3264022fe48a248867611b370ea5b131
150,0.12333333333333334,0,1,053d831992e5351deb174f11f0ecd0ebe7c4ba5a
151,0.14333333333333334,0,0,0546713ddd64cf5757f49aa02eabd86c50cfb1ed
152,0.43,0,0,0548f87de23a38b31620b439ab2530a7bc2138f6
153,0.04,0,0,05611e49371a8a9aa7f2a36341468212a117a56a
154,0.09333333333333334,0,0,056416636b1e22f2ec279a50c9945724e7c60277
155,0.7466666666666667,1,1,056c72af994bc0b7bd838faff6b2991763fc2ac1
156,0.3,0,0,056e1fc39abae9f55910749e581aec966c1ef65c
157,0.20333333333333334,0,0,05788b3188b30b5a3b39a75fe66301e03658408f
158,0.3933333333333333,0,0,05ab41d1bea53295d2c0790fba71c441ff85a6a5
159,0.17333333333333334,0,0,05af3bf4b7f68c8434a8d1cb576fb6f4571551ab
160,0.38,0,0,05b11f9e74ca4c7e562d92eeff69fab8b88c6ee8
161,0.1,0,0,05b746c3d6ff8fa8bbfa22d36ad423ca8924a5b7
162,0.29,0,0,05bcdcd11196489f4cb52cde2e4480b6e1b7ac52
163,0.8616666666666667,1,1,05ca435f934e49f80951289ce1ef5c8904130987
164,0.44666666666666666,0,0,05cba28ca7aafd3974e9e818be08f239b6162855
165,0.33199999999999996,0,0,05d22ed960204183fbd9bd16f1dbca6410ccde76
166,0.38,0,0,05d4719eefc56676a3e0e8f706e1c5e5e1f6b345
167,0.06333333333333334,0,0,05e545d7e0cd3058a796b9586394f66769caf5ad
168,0.13,0,1,05fd6804e769c98a3d08556cbd2fe6c7efcaa258
169,0.36,0,1,0602ccf1d23c41bdbf335f6fb3e4cc39d7d5d7d1
