commit_id,project,buggy,fix,date,strata
3144c0e9c7b76f1df693f16e982b1da451c42c2c,apache/groovy,False,False,1064471000,0
653d75403391eb8662f9a25f82d2df1759413075,apache/groovy,False,False,1072802804,0
986de73e9f342b5d1ff0366ea9d46593328e6c36,apache/groovy,True,False,1069752779,0
4245e081076dbafb6c13a6da04e83a7743895817,apache/groovy,True,False,1089740283,1
047575342f452aedbdd30d19446fda52d7fb5540,apache/groovy,False,False,1073325078,1
e010b85525de1c3abfad3a8fc6236e8366f85266,apache/groovy,True,False,1084209587,1
1749a5d4265554d37c03e20547176268f273b622,apache/groovy,False,False,1078760636,1
42af6d21b8ee3ef965624ab3b6220a969a1f22aa,apache/groovy,False,False,1077661950,1
5f6238bbbb40993ba6ddda28d909aaaf7d1a9f3d,apache/groovy,True,False,1079382700,1
28291277b4197e791618043ec3cf4f8b07d0fb60,apache/groovy,False,False,1075154871,1
606fe0b2a46f0ec5d7ba798e5095e03f91dd581a,apache/groovy,False,False,1073389424,1
7f1e4dc1ddd349abba52b3983b610f218b8291c6,apache/groovy,False,False,1124567474,2
3ca12621865d127c779e1d6e8bb658477db05f19,apache/groovy,True,False,1122446451,2
b455049e0830456d6bad8ec3ebf167156d7e5406,apache/groovy,False,False,1128442111,2
ac682db99d671941028c87ad8007c05157644c71,apache/groovy,True,False,1126888139,2
c61788704f9c647f02a4165dcf038a3252156973,apache/groovy,True,False,1111701601,2
3ef8ab03e176ee49f64499bb05eb6d3f14def7a4,apache/groovy,True,False,1117431212,2
e397f2c027062ddb0a0a3a7391a98845be2afa52,apache/groovy,True,False,1122636977,2
f1dc4779c5988dee18a95bc9fe23ffed5b29d86a,apache/activemq,False,False,1135877195,2
84caa4f965d4ec748f0aa1f72fd8910dbd2c77b2,apache/groovy,True,False,1112338860,2
80f5e0ced1de75624f109466395ef57fdb6f774b,apache/activemq,True,False,1135966164,2
e27fdd6be98253c514a41d15bde980063ce9831e,apache/groovy,False,False,1120216167,2
dbf7187da9d144b7723b2fa9e96e58954f4ca46e,apache/groovy,False,False,1128950047,2
cbf4a843e9f9f7653e37f2d8ab8e7db8c347ac7d,apache/groovy,True,False,1126612168,2
cf5ee40d6397ad5e6106e74612620c797561cbd9,apache/activemq,True,False,1152591700,3
6285f96b15df86dafad5c99543bf3c61dcbc35bf,apache/activemq,False,False,1136531608,3
fe37e737b645bbd7d316199290ea796b1387f114,apache/groovy,True,False,1164831097,3
c91724c35a68aaa6fc6a1f4e4908cbfe5601dc67,apache/activemq,True,False,1141156155,3
95c5e4cdc09a82644a6c1702b71fca616be2128f,apache/groovy,True,False,1161748029,3
72491912adc21bee4a5adccdf2fbc789d110f66e,apache/activemq,False,False,1159542628,3
07d4e8c63de63e589b7bf807fecdf64d167565d3,apache/activemq,True,False,1141717191,3
008c832d79728f995a5301f7b7b0bbf5888c1853,apache/groovy,True,False,1165004888,3
1ac3421e361f62f938bc3d306cb7290f40e68581,apache/activemq,False,False,1151847799,3
295850da01be27b59f90674527af28c5a6dbbab1,apache/activemq,False,False,1158255512,3
4f6e90108f3912bc206ef7c9b69e104ed4d29bea,apache/activemq,False,False,1139501094,3
e2b83bd1338ce68b567f234e47caa8bc0597f84f,apache/activemq,True,False,1140542667,3
2fc3e8ee7f672cf75e8a028bd72780d923287ab4,apache/activemq,False,False,1153374293,3
833eefb3455efef6ed0f412b8f60fdb1686a56f5,apache/activemq,True,False,1159366784,3
fb5a3730db561c0567d8f84625689ee5e46cb95b,apache/activemq,True,False,1155283203,3
b022a9d8354f5a8060bab98ce4c67a8595110752,apache/activemq,False,False,1146280943,3
73f0e97531cdd9b596222e26fa256c66af1982df,apache/activemq,False,False,1145973903,3
2026e6e83187b35cf79bf5ee5ddfd2bdc4b23310,apache/activemq,False,False,1151583268,3
8b0e93a7dcc92f4e9b3d5a2dbbee22f98e28378c,apache/groovy,True,False,1152981318,3
896324436aafd7092678495495c7692afb949302,apache/activemq,True,False,1140058188,3
